review_id,sent_idx,sentence,aspects,sentiments,recommendations
68,0,tuyệt vời.đánh giá trận thực.cùng ủng hộ thường hiểu viết để người vn mình có nhiều việc làm.,['others'],{'others': 'Neutral'},"['Không có phản hồi cụ thể trong câu đánh giá này. Vì vậy', 'tôi không thể cung cấp các khuyến nghị dựa trên thông tin đã cho. Nếu bạn có thêm thông tin hoặc ngữ cảnh khác', 'vui lòng cung cấp để tôi có thể hỗ trợ bạn tốt hơn']"
69,0,"mua cũng được gần 1tuaan sài khá ổn, dung lượng cao, pin sài khá lâu mà có cái muốn làm dì cũng phải vô cài đặt mơis được.","['storage', 'battery']","{'storage': 'Positive', 'battery': 'Positive'}","['Cải thiện trải nghiệm người dùng (UX): Tăng cường giao diện cài đặt', 'Cải thiện tốc độ: Tối ưu hóa quá trình cài đặt']"
70,0,"điện thoại còn trong thời gian bảo hành, một loa bị hỏng, nhưng cần 10 ngày để sửa chữa là không thể chấp nhận. cẩn trọng khi mua.","['ser&acc', 'battery']","{'ser&acc': 'Negative', 'battery': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này. Tuy nhiên', 'dựa trên ngữ cảnh', 'đây là một số gợi ý có thể:', '1. Cải thiện quy trình bảo hành để giảm thời gian chờ đợi', '2. Cung cấp dịch vụ sửa chữa nhanh chóng cho khách hàng trong thời gian bảo hành', 'Lưu ý: Đây chỉ là các gợi ý chung dựa trên ngữ cảnh. Các gợi ý cụ thể nên được xác định dựa trên thông tin chi tiết hơn về vấn đề']"
71,0,"đã đổi đến con thứ 2 và đang định đi đổi con thứ 3. máy đẹp, cam cũng đẹp, dùng khá thích. cho đến khi nó đơ như cây cơ. máy mới mua vài ngày mà đơ đơ liên tục. con thứ 1 vừa đơ vừa chụp selfie bị lỗi, bouns thêm quả tụt pin thần thánh đổi con thứ 2, mượt được 2 ngày, giờ thì đơ, cam trước oke thì cam sau giở quẻ, chụp ảnh lạc trôi luôn, may mà pin xịn, dùng k nhiều lắm nên 2 ngày sạc 1 lần. giờ đi đổi cũng chả biết nên gởi lòng tin vận may của mình vào máy nào. bác nào xài con nào ngon trong tầm giá 5 6 củ cho e xin ý kiến. tks","['performance', 'camera']","{'performance': 'Negative', 'camera': 'Negative'}","['Sửa lỗi đơ máy', 'Cải thiện chất lượng camera']"
72,0,mới mua về sử dụng được 1 tuần mà sao mình thấy mỗi lần đăng ảnh lên fb hay instagram thì ảnh đều bị vỡ bị mặc dù ảnh lúc chụp rất nét không biết có thể đổi trả được k,"['battery', 'camera']","{'battery': 'Neutral', 'camera': 'Negative'}","['Cải thiện chất lượng ảnh khi tải lên', 'Sửa lỗi ảnh bị vỡ khi tải lên']"
73,0,"lần đầu mình xài điện thoại oppo, nói chung là không mượt như quảng cáo, mình mua giá 13,9 triệu, không đáng với giá đó, chụp ảnh cũng không đẹp.","['performance', 'camera', 'price']","{'performance': 'Negative', 'camera': 'Negative', 'price': 'Negative'}","['Cải thiện hiệu suất ứng dụng', 'Cải thiện chất lượng camera']"
74,0,sau 1 tuần sử dụng pin cũng bình thường camera hơi xấu .lướt wed chơi game ở mức độ tạm chấp nhận được. máy ram 6gb mà chạy đa nhiệm cực chán chỉ được bộ nhớ trong của máy lên tận 128 nên không lo bị đầy theo đánh giá của mình trong tầm giá này vivo y19 thua máy khác về mọi mặt,"['battery', 'camera', 'ram', 'storage', 'performance']","{'battery': 'Positive', 'camera': 'Negative', 'ram': 'Neutral', 'storage': 'Neutral', 'performance': 'Negative'}","['Cải thiện hiệu suất camera', 'Tăng dung lượng bộ nhớ trong']"
75,0,"máy dùng rất ổn, nhưng chơi ff không đc nhạy cho lắm, khá ổn rất đáng vs giá tiền","['performance', 'camera']","{'performance': 'Positive', 'camera': 'Neutral'}","['Cải thiện phản hồi FF', 'Tối ưu hóa hiệu suất FF']"
76,0,rất là ok. nhân viên phục vụ xinh gái. cảm thấy tuyệt vời về mọi chức năng. game các thứ rất ok. loát ap fb hay mess ytb rất nhanh. màn hình to coi phim rất đã. camera thì không đẹp lắm. nhưng mà dô app lightroom chỉnh lại thì tuyệt vời. mọi người nên mua sp này,"['battery', 'screen', 'performance', 'design', 'ser&acc']","{'battery': 'Neutral', 'screen': 'Positive', 'performance': 'Positive', 'design': 'Positive', 'ser&acc': 'Positive'}","['Cải thiện chất lượng camera', 'Thêm tính năng chỉnh sửa ảnh']"
77,0,"may sài con media, chip của đài loan mau hư may và choi không nổi vô game hay bị đơ, dc cai chup hinh đep bền ngoai con ben trong thì sai khong ok, pin mau tuột ,sac thi nhanh nóng máy ,thay k gi nổi trội","['performance', 'camera', 'battery', 'price']","{'performance': 'Negative', 'camera': 'Positive', 'battery': 'Negative', 'price': 'Neutral'}","['Cải thiện hiệu suất phần cứng', 'Sửa lỗi phần mềm gây ra vấn đề với game và hình ảnh']"
78,0,sử dụng đc hơn 1 tháng cảm nhận mọi thao tác thông thường đều mượt xem phim lướt web thời gian dài pin vẫn k ấm lên ... chơi game thì chỉ ấm lên một tí... nếu chỉ xem ytb và web thì dư một ngày ... chơi game đc tầm 20 trận liên quân pin vẫn dư 40 có đều chip này chỉ chơi mượt ở mức trung bình nếu sd wifi thì full đồ họa đc... nói chung bá đạo trong tầm giá vì sở hữu camera tốt nhất trong tầm giá màn hình sắc nét nịnh mắt,"['performance', 'screen', 'price']","{'performance': 'Positive', 'screen': 'Positive', 'price': 'Neutral'}","['Cải thiện hiệu suất pin khi sử dụng ứng dụng', 'Cải thiện hiệu suất đồ họa khi chơi game']"
79,0,"mới mua hôm nay ở shop tại cát tiên lâm đồng. nhân viên tư vấn quá nhiệt tình và hiếu khách, cực kỳ ấn tượng. nói chung máy cực tốt nhưng về phần cập nhật thì crom không thể cập nhật được trong khi tất cả ứng dụng đều cập nhật được!","['ser&acc', 'general']","{'ser&acc': 'Positive', 'general': 'Positive'}","['Cải thiện khả năng cập nhật của Chrome', 'Sửa lỗi cập nhật Chrome']"
80,0,"sài chưa được 6 tháng thì máy lâu lâu máy bị đơ.wifi thì yếu.sóng gì cũng yếu.đang sài tự nhiên đứng máy ln,bấm nút nguồn mở lại mới sài được...chán vãi....","['performance', 'wifi']","{'performance': 'Negative', 'wifi': 'Negative'}","['Sửa lỗi treo ứng dụng', 'Cải thiện độ ổn định kết nối Wi-Fi']"
81,0,sau 20 ngày sd thấy chơi game khỏe không nóng nghe nhạc hay pin khá trâu camera trước không được ưng cho lắm,"['performance', 'screen', 'battery', 'camera']","{'performance': 'Positive', 'screen': 'Neutral', 'battery': 'Positive', 'camera': 'Negative'}","['Cải thiện hiệu suất pin', 'Cải thiện chất lượng camera trước']"
82,0,máy bị đơ màn hình khi chơi pubg va liên quân cho hoi xin doi may dc ko con moi thu deu on xai ok,"['performance', 'screen']","{'performance': 'Negative', 'screen': 'Negative'}","['Sửa lỗi treo màn hình khi chơi game', 'Cải thiện hiệu suất của ứng dụng']"
83,0,máy rất kem khi chưa dùng được chưa được 1 tháng máy bị lỗi xuống đổi lại máy khác nv ko cho đổi.thật sự máy dùng rất bị lỗi,['others'],{'others': 'Negative'},"['Sửa lỗi máy', 'Cải thiện độ tin cậy của thiết bị']"
84,0,mặc dù chưa mua nhưng thấy tốt cho 4 nếu mua về thấy tốt thì cho luôn 5 sao thấy pin 5000 là ưng rồi đó,"['battery', 'general']","{'battery': 'Positive', 'general': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Vì vậy', 'tôi không thể cung cấp một danh sách với các khuyến nghị dựa trên thông tin đã cho. Nếu bạn có thêm thông tin hoặc ngữ cảnh khác', 'vui lòng cung cấp để tôi có thể hỗ trợ bạn tốt hơn']"
85,0,"đã dùng thử,cảm giác rất tệ, lần đầu dùng đc 2 ngày ra đc đổi 1 cai redmi mới, sản phẩm lỗi","['price', 'design', 'general']","{'price': 'Negative', 'design': 'Neutral', 'general': 'Negative'}","['Sửa lỗi sản phẩm', 'Cải thiện chất lượng sản phẩm']"
86,0,bắt sóng wifi rất kém hi vọng ra bản cập nhật sắp tới và cam hơi nhoè pin tạm ổn pin này là lipo mn nên tham khảo trên gg,"['wifi', 'camera']","{'wifi': 'Negative', 'camera': 'Neutral'}","['Cải thiện độ mạnh tín hiệu Wi-Fi', 'Cải thiện tuổi thọ pin']"
87,0,"loa điện thoại quá nhỏ.. 1 thág trở lại đây liên tục gặp tình tình trạng âm thanh kém full hết cở mà nghe nhạc,gọi điện thoại,gọi zalo,nói mic trong game đều rất nhỏ phải đeo tai nghe.. quá tệ","['battery', 'design']","{'design': 'Negative', 'battery': 'Neutral'}","['Cải thiện kích thước loa điện thoại', 'Cải thiện chất lượng âm thanh']"
88,0,mua máy được 15ngày...sử dụng thấy ok trong tầm giá.chỉ là thi thoảng lỗi camera vs lỗi cuộc gọi...còn lại thì mình không ý kiến gì nữa.,"['price', 'general']","{'price': 'Positive', 'general': 'Neutral'}","['Sửa lỗi camera', 'Sửa lỗi cuộc gọi']"
89,0,"máy đẹp, cảm ứng rất nhạy, màn hình to, âm thanh rõ lướt mượt, bắt sóng wi fi cũng như 4g tốt với mức giá. anh quản lý ở tgdd 1197 cmt8 tp. tây ninh lịch sự, dễ thương","['design', 'screen', 'performance', 'battery', 'ser&acc']","{'design': 'Positive', 'screen': 'Positive', 'performance': 'Positive', 'battery': 'Neutral', 'ser&acc': 'Positive'}","['Không có phản hồi yêu cầu hoặc đề xuất cải tiến cụ thể trong đánh giá này. Tuy nhiên', 'dựa trên các tiêu chí đã cho', 'đây là một số gợi ý có thể:', '1. **Cải thiện trải nghiệm người dùng (UX):**', 'Cải thiện giao diện người dùng để dễ sử dụng hơn', '2. **Nâng cao hiệu năng hoặc tốc độ:**', 'Tăng tốc độ phản hồi của ứng dụng', '3. **Sửa lỗi:**', 'Sửa lỗi liên quan đến cảm ứng', 'màn hình']"
90,0,"đt sài rất tốt luôn,pin trâu nữa,nhân viên nhiệt tình,không có chỗ nào để chê hết","['battery', 'ser&acc']","{'battery': 'Positive', 'ser&acc': 'Neutral'}",[]
91,0,"máy giá rẻ, cấu hình cao, thương hiệu oppo cũng lớn, đang có chương trình khuyến mãi.","['price', 'performance', 'ser&acc']","{'price': 'Positive', 'performance': 'Positive', 'ser&acc': 'Neutral'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong câu đánh giá này. Vì vậy', 'tôi không thể tạo ra bất kỳ khuyến nghị nào dựa trên thông tin đã cho']"
92,0,sản phẩm rất ok nhân viên tgdđ gia bình bắc ninh rất nhiệt tình người việt dùng hàng việt,"['ser&acc', 'general']","{'ser&acc': 'Neutral', 'general': 'Neutral'}",[]
93,0,"màn hình to, camera thì cũng ổn trong tầm giá, về pin thì sạc nhanh và mình lướt fb zalo mess rồi xem phim trong 3 tiếng mà tụt có 20 , phải nói là pin trâu cực. chơi game thì pubg hay call of duty thì mình max setting mà không giật hay nóng gì cả, trong tầm giá 6tr thì không đối thủ nha. bạn nào còn lăng tăng thì mua liền còn kịp mình đánh giá cao sự ổn định của nhà xiaomi. sau 1 ngày mình trải nghiệm thì khá là hài lòng, mình sẽ sử dụng thêm vài ngày nữa rồi đánh giá tiếp cho mọi người xem","['screen', 'camera', 'battery', 'performance', 'price', 'design', 'general']","{'screen': 'Positive', 'camera': 'Positive', 'battery': 'Positive', 'performance': 'Positive', 'price': 'Positive', 'design': 'Neutral', 'general': 'Positive'}","['Cải thiện hiệu suất pin', 'Cải thiện hiệu suất đồ họa']"
94,0,ngon bổ rẻ trong tầm tiền. ủng hộ hàng việt . cảm ơn bác vượng nhiều lắm. mong một ngày doanh số vượt mặt các hãng made in prc,"['price', 'general']","{'price': 'Positive', 'general': 'Positive'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Vì vậy', 'tôi không thể cung cấp bất kỳ khuyến nghị nào dựa trên thông tin đã cho']"
95,0,"máy bắt sóng wifi , 4g quá chậm gui tin nhắn zalo wechat có lúc gửi ko đi, hoặc lâu mới nhận được tin nhắn pin thì xai nhanh hết .","['wifi', 'performance']","{'wifi': 'Neutral', 'performance': 'Negative'}","['Cải thiện tốc độ kết nối mạng', 'Tăng dung lượng pin']"
96,0,"sản phẩm tốt, nhưng pin không trâu như mình nghĩ...xài cả ngày 2,3 tiếng chỉ lướt fb mà pin tuột quá mau","['battery', 'general']","{'battery': 'Negative', 'general': 'Positive'}","['Cải thiện hiệu suất pin', 'Tối ưu hóa tiêu thụ pin']"
97,0,"cảm nhận sau gần 1 tháng sử dụng máy. máy rất oke về mọi mặt. thiết kế lẫn cấu hình đặc biệt là sạc rất nhanh, 30w sạc chưa tới 1 tiếng máy đầy pin,bin khoẻ, chụp hình là khỏi chê rồi. hỗ trợ chụp đêm, rồi chụp chân dung, quay phim siêu chậm nữa, mê cực, chiến game khỏi nói ,chạy snap 720g là ngon rồi. khỏi chê j nữa. màn hình đẹp. 8.490 đág với máy. các ôg có đg định mua máy thì nên tham khảo mua dòng reno 4 này nhé.v","['design', 'performance', 'camera', 'battery', 'storage', 'ser&acc']","{'design': 'Positive', 'performance': 'Positive', 'camera': 'Positive', 'battery': 'Positive', 'storage': 'Neutral', 'ser&acc': 'Positive'}","['Cải thiện hiệu suất màn hình', 'Thêm tính năng chụp ảnh chân dung']"
98,0,chất lượng rất tốt. giá này mua em này là quá ngon luôn. luôn ủng hộ hàng việt chất lượng,"['price', 'general']","{'price': 'Positive', 'general': 'Positive'}",[]
99,0,chưa biết cách khắc phục tình trạng pin tụt từ 100 xuống 87 sau 1 đêm không sử dụng để chế độ máy bay rồi,['battery'],{'battery': 'Negative'},"['Cải thiện hiệu suất pin', 'Sửa lỗi pin tụt nhanh']"
100,0,nói chung dùng ok máy hơi nóng xíu và camera tạm ổn thôi chưa hoàn hảo cho lắm thua xa con xiaomi mi 9t,"['battery', 'design', 'performance', 'camera']","{'battery': 'Neutral', 'design': 'Neutral', 'performance': 'Neutral', 'camera': 'Negative'}","['Cải thiện hiệu suất máy tính', 'Cải thiện chất lượng camera']"
