review_id,sent_idx,sentence,aspects,sentiments
r-58478070,0,"Mới mua, máy nóng giật màn hình. Cửa hàng đem đi bảo hành. Hẹn nửa tháng. Tại sao không kiểm tra và đổi sản phẩm. Mà phải bảo hành","['performance', 'ser&acc', 'general']","{'performance': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58391545,0,"Cảm ứng vân tay hơi tệ , lúc ăn lúc ko , ko biết phải máy hư ko",['features'],{'features': 'Negative'}
r-58287751,0,"Mình cần bán lại, 256g , màu đen mới mua ngày 22/4, mình dx tặng cái mới nên dư cần bán  xxxx716808","['storage', 'others']","{'storage': 'Neutral', 'others': 'Neutral'}"
r-58283516,0,"Máy đẹp, chạy mượt, rất ưng","['design', 'performance', 'general']","{'design': 'Positive', 'performance': 'Positive', 'general': 'Positive'}"
r-58271258,0,Giá quá cao,['price'],{'price': 'Negative'}
r-58238855,0,Máy quá tuyệt. Màn hình rất đẹp. pin trâu,"['general', 'screen', 'battery']","{'general': 'Positive', 'screen': 'Positive', 'battery': 'Positive'}"
r-58186976,0,chị nhân viên cute vãi ò 3,[],{}
r-58120210,0,"Máy dùng ổn, mua thu cũ đổi mới được giá tốt, nv đmx hỗ trợ nhiệt tình","['general', 'price', 'ser&acc']","{'general': 'Positive', 'price': 'Positive', 'ser&acc': 'Positive'}"
r-58111791,0,Sp quá ok của nhà samsumg,['general'],{'general': 'Positive'}
r-58044453,0,"Đã trải nghiệm đc mấy tuần, cũng không quá suất sắc như báo chí hay mấy ông review ca tụng, tầm giá này thì con nào cũng ngon tương đương nhau",['general'],{'general': 'Neutral'}
r-57893064,0,Mua đặt gạch trước cũng ko được ưu đãi hơn là mua từ bây giờ,['others'],{'others': 'Negative'}
r-57890230,0,sản phẩm quá đỉnh,['general'],{'general': 'Positive'}
r-58877626,0,Ok á,[],{}
r-58860598,0,Mình mua chưa đc 1 tháng tối ngủ pin còn 90 mà sáng dậy cầm vào điện thoại rất nóng vad hết sạch pin kB bên tgdd bảo hành như nào dùng sợ nổ,"['battery', 'ser&acc']","{'battery': 'Negative', 'ser&acc': 'Neutral'}"
r-58781819,0,Chưa được 1 tháng mà sao đôi khi màn hình trắng cần bảo hành,"['screen', 'ser&acc']","{'screen': 'Negative', 'ser&acc': 'Negative'}"
r-58780476,0,Mua sử dụng chưa được 1 tháng mà máy lướt nhiều lúc không đi vô messenger thì nó cứ quay vòng vòng hoài k load được mấy tin nhắn cũ. Lúc mua ở thế giới di động thì hộp đã được khu sẵn rồi,"['performance', 'ser&acc']","{'performance': 'Negative', 'ser&acc': 'Negative'}"
r-58835491,0,xài gần 4 tháng gam12g mà chạy rất chậm còn hay bị đơ giựt lal nua cảm thấy thất vọng khi mua mới gần 9tr,"['performance', 'general']","{'performance': 'Negative', 'general': 'Negative'}"
r-58771031,0,"Đề nghị shop bỏ thông tin hồng ngoại trên máy này, vì máy này k có chức năng đó",['others'],{'others': 'Negative'}
r-58676974,0,Tại sao máy không có kết nối hồng ngoại mà trên web lại ghi là có... Lừa dối khách hàng à,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58658368,0,"Máy cái gì cũng được , nhưng hay sung đột hệ thống đứng máy tầm 15 hoặc 20 phút mới mở hoặc khởi đông máy được dù đã đổi 2 lần","['performance', 'general']","{'performance': 'Negative', 'general': 'Positive'}"
r-58657537,0,"máy dùng ban đầu ổn. Nhưng dùng đc tầm 1 tuần là bắt đẩu xảy ra vấn đề.Máy 1 đổi Lý do bị ten đầu sạc, sạc vô lâu đầy, nó mủi khétMáy thứ 2 đổi lý do bị cong thân mặc dù ko trầy xước ko vỡ. Gửi về hãng thì hãng báo bị cong nặng ko hỗ trợ. Nhưng nếu cong do người dùng sử dụng thì đã bị vợ trầy xước rồi.","['general', 'battery', 'design', 'ser&acc']","{'general': 'Negative', 'battery': 'Negative', 'design': 'Negative', 'ser&acc': 'Negative'}"
r-58655707,0,"Mic gọi zalo sao chập chờn, có hiện tượng giật lag, sau 2 tháng sử dụng","['features', 'performance']","{'features': 'Negative', 'performance': 'Negative'}"
r-58646586,0,Quá tệ . dùng chưa được 2 tháng mà đã chầy viền cụm camera rồi.,"['camera', 'design']","{'camera': 'Negative', 'design': 'Negative'}"
r-58641079,0,Giá 8830k được trừ km với phiếu giảm giá thanh toán 7642k sau 1 ngày sử dụng ưng quá,"['price', 'general']","{'price': 'Positive', 'general': 'Positive'}"
r-58627002,0,"Máy xài rất nhanh nóng là sao nhỉ, tầm 15p là bắt đầu nóng","['performance', 'battery']","{'performance': 'Negative', 'battery': 'Neutral'}"
r-58521037,0,"Sau 1 tháng dùng cảm nhận máy ổn, mượt, màn đẹp, cam chụp khá tuy nhiên quay video rất yếu, pin trâu, mỏng nhẹ, loa khá OK dù là loa đơn.","['general', 'performance', 'screen', 'camera', 'battery', 'design', 'features']","{'general': 'Positive', 'performance': 'Positive', 'screen': 'Positive', 'camera': 'Neutral', 'battery': 'Positive', 'design': 'Positive', 'features': 'Negative'}"
r-58500074,0,Máy dùng rất tốt pin trâu màn rất nét nhưng lúc mình mua rõ ràng được giảm giá 500k nhưng nhân viên cố tình báo sai giá là 8850000k trong khi đó mình vào gl tra thì chỉ có 8330000k,"['battery', 'screen', 'price', 'ser&acc']","{'battery': 'Positive', 'screen': 'Positive', 'price': 'Negative', 'ser&acc': 'Negative'}"
r-58804414,0,mới mua đc 1 tháng giá 15tr4 thấy các bên đã giảm còn 12tr. đã thế hỏi có trả góp được qua thẻ visa ko. nhân viên bảo có. vậy mà thanh toán xong cuối tháng vẫn phải nộp đủ tiền k đc trả góp luôn,"['price', 'ser&acc']","{'price': 'Negative', 'ser&acc': 'Negative'}"
r-58780580,0,"mình mua ngày 17/10/2025 thật tuyệt vời không chê tí nào. máy gọn đúng ý mình. pin rất trâu,mát mượt. nghe nhạc âm thanh rất hay. ai tuổi như mình nên mua","['general', 'design', 'battery', 'performance', 'features']","{'general': 'Positive', 'design': 'Positive', 'battery': 'Positive', 'performance': 'Positive', 'features': 'Positive'}"
r-58623755,0,Hôm trước cho 5 sao . Giờ cho 1 sao luôn . 4g 5g rất tệ . Chơi game toàn bị lag,"['performance', 'features']","{'performance': 'Negative', 'features': 'Negative'}"
r-58601761,0,Chơi game 10p hết 10% pin.máy thì nóng ran.,"['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
r-58594237,0,"Mọi thứ đều ổn, không có gì khen mà cũng chẳng tệ để chê. Chỉ có điểm trừ là cạnh viền cấn tay, không bo cạnh êm tay như iP15, iP16.. À quên, loa ngoài nghe rất hay nhé, bass ấm, dải âm sâu và trầm.","['general', 'design', 'features']","{'general': 'Neutral', 'design': 'Negative', 'features': 'Positive'}"
r-58591969,0,Máy bao ngon không nóng máy pin trâu.... ai thích bần bần mua sài thì ok...,"['battery', 'general']","{'battery': 'Positive', 'general': 'Positive'}"
r-58423595,0,"ip 16e dùng 5 ngày ko trầy xước móp méo,vẫn ok 100% mình muốn đổi qua 16 prm thì được định giá như thế nào vậy shop","['general', 'others']","{'general': 'Positive', 'others': 'Neutral'}"
r-58191912,0,Cảm thấy cảm ứng ko nhạy cho lắm chơi game lq nhìu lúc bấm ko dc,"['performance', 'features']","{'performance': 'Negative', 'features': 'Neutral'}"
r-58120808,0,Ta có nên lên ios 18.4 kg ạk,['others'],{'others': 'Neutral'}
r-58047438,0,Hài lòng.tuy giá cáo nhưng cấu hình chơi game hết ý,"['general', 'price', 'performance']","{'general': 'Positive', 'price': 'Negative', 'performance': 'Positive'}"
r-58871738,0,Em mới mua cái a56 mà sao pin xuống 20% ko thấy thông báo pin yếu vậy ad,['battery'],{'battery': 'Negative'}
r-58844360,0,Hqua e mới mua con ss a56 12G 256 mà lỡ quên mk .giờ đem ra tgdd cài lại chương trình giúp dc ko ạ.phí hết bao nhíu ạ và mất bao lâu mới xong ạ,"['others', 'ser&acc']","{'others': 'Neutral', 'ser&acc': 'Neutral'}"
r-58769690,0,mình mua gan 1 nam roi thay xai rat tot pin thi ok,"['battery', 'general']","{'battery': 'Positive', 'general': 'Positive'}"
r-58767218,0,"Mới mua chưa được 1 tháng, không chơi game, không sạc qua đêm. Sạc 28 lần pin còn 99% sạc 30 lần pin còn 98%","['battery', 'general']","{'battery': 'Positive', 'general': 'Neutral'}"
r-58766669,0,Mua 15500k giờ lên 17500k bán có đc tý lãi ko ae,['others'],{'others': 'Neutral'}
r-58764250,0,"Tôi mua iPhone 15 128GB tại Thế Giới Di Động ngày 03/09/2025, dùng rất kỹ, không rơi, không vô nước, không sửa chữa gì cả. Bình thường tôi ít nghe gọi, chủ yếu dùng để làm việc và lướt web, nên tới nay 23/10/2025 mới phát hiện mic của máy bị rè nặng, gọi điện hoặc gọi video thì bên kia nghe tiếng rè rất to, lúc có lúc không nghe được.Một chiếc điện thoại giá hơn 15 triệu mà vừa qua 1 tháng đã lỗi mic thì thật sự quá thất vọng Tôi chọn mua tại Thế Giới Di Động vì tin tưởng hàng chính hãng và dịch vụ bảo hành uy tín, nhưng giờ gặp lỗi thế này thì thật sự mất niềm tin.Mong Thế Giới Di Động kiểm tra và hỗ trợ đổi máy hoặc xử lý bảo hành sớm, chứ lỗi phần cứng thế này thì người dùng không thể chấp nhận","['microphone', 'price', 'ser&acc', 'general']","{'microphone': 'Negative', 'price': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58758499,0,"Cho mình hỏi cái phần lưng phía trên sao mình thấy nó hơi hở, ở dưới thì bình thường",['design'],{'design': 'Negative'}
r-58754952,0,Mình mới mua máy được 1 tuần nhưng không hiểu sao mày mình không chụp ảnh màn hình bằng nút hôm ao được,"['features', 'screen']","{'features': 'Negative', 'screen': 'Neutral'}"
r-58754771,0,"Mình mua ở TGDD được 3 tháng rồi. Không biết mọi người thấy sao nữa. Tôi dùng thấy rất tốt, chưa phát hiện một lỗi gì. Chỉ có khi sạc máy hơi nóng thôi. Tôi khuyên mọi người bỏ thêm tiền mua sạc chính hãng sẽ tốt cho pin hơn. Tôi có dùng sạc của bên thứ 3 rồi. Hậu quả là bị tụt 1% trong tháng đầu luôn.","['battery', 'general']","{'battery': 'Negative', 'general': 'Positive'}"
r-58754201,0,Cho mình hỏi iPhone 15 khi mình mở nhạc thì phát cả loa trong và loa ngoài như vậy là bình thường hay bị lỗi phần mềm ạ,"['features', 'others']","{'features': 'Neutral', 'others': 'Neutral'}"
r-58752447,0,Sử dung ok nhưng mới mua đc 5 tháng mà pin tuột quá,"['battery', 'general']","{'battery': 'Negative', 'general': 'Positive'}"
r-58653858,0,"Mới mua nhưng về sạc nóng máy, lỗi camera, ko xem video trong bộ sưu tập, ko đc đổi luôn tại cửa hàng.","['battery', 'camera', 'features', 'ser&acc']","{'battery': 'Negative', 'camera': 'Negative', 'features': 'Negative', 'ser&acc': 'Negative'}"
r-58648581,0,Mua được vài hôm dùng thấy được,['general'],{'general': 'Positive'}
r-58648244,0,Sử dụng ios lần đầu trải nghiệm thì máy nhanh nóng. Sd 1 tháng thì nâng cấp ios 26. Nói chung dùng thì các chức năng ko quen nhất là phần gõ chữ ko có sẵn số chuyển VNI thì có số ko quen chuyển qua tl thì lại ko có số phiền kinh. Càp app thứ 3 thì xung đột phần mềm. Rắc rối,"['performance', 'features', 'others']","{'performance': 'Negative', 'features': 'Negative', 'others': 'Negative'}"
r-58646085,0,Máy mình mua mới tại TGDD từ 11/9. Giờ mắt cam bị bụi bên trong.,['camera'],{'camera': 'Negative'}
r-58611104,0,"loa rè nghe ko dc cái gì,quá tệ ko nên mua phí tiền","['features', 'price']","{'features': 'Negative', 'price': 'Negative'}"
r-58605349,0,Máy mình mới sử dụng được 6 tháng mà pin đã tụt xuống 93%. Hơi thất vọng.,"['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
r-58588008,0,Pin dùng 4 tháng tụt 1%,['battery'],{'battery': 'Positive'}
r-58584095,0,"đã mua ở tgdd dùng được 5 tháng, ngày sạc 2 lần, mà 2 tuần trước check pin là 99%, mà giờ vào xem thì nó tụt xuống 95% mà chỉ nghe gọi, chơi game nhẹ, mà tụt ghê thật, spham quá tệ","['battery', 'performance', 'general']","{'battery': 'Negative', 'performance': 'Negative', 'general': 'Negative'}"
r-58578055,0,Cho hỏi iphone 15 thường sạc 40 lần còn 98%. Vậy pin có sao ko,"['battery', 'others']","{'battery': 'Neutral', 'others': 'Neutral'}"
r-58542457,0,"Tui mua cái i phone 15 cho con tui về nhà hỏi lại người thân kêu tính lại thì thấy lãi 1tr mấy gần 2 triệu bạc không biết nhân viên tính kiểu gì mà dữ vậy , nhân viên nói tui mua đồng hồ tặng đồng hồ nữa . Làm ăn vậy chán quá , cái nào lãi thì nói rõ ràng chứ , chán thế giới điện thoại này khong dám mua nữa giong lừa đảo quá.","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58518396,0,"Mới mua trả góp ip15 128 gb Cảm nhận đầu tiên là có hơi nóng, cần tìm hiểu nguyên nhân, chắc tải áp quá nhiều, nên phải thường dọn rác , máy nhẹ hơn ip 13 nhiều Mong sẽ có cảm nhận mới Nhân viên phục vụ thì tuyệt vời tận tâm nhiệt tình Luân không giỏi về tìm hiểu, chỉ cảm nhận những tính năng của iPhone có giúp ích cho đăng tải video Phật Pháp Chục ảnh chất lượng tốt hơn","['battery', 'performance', 'ser&acc', 'features', 'camera']","{'battery': 'Neutral', 'performance': 'Negative', 'ser&acc': 'Positive', 'features': 'Positive', 'camera': 'Positive'}"
r-58642039,0,"Mấy bị lắc và đứng hình treo mấy, âm thanh nhỏ to, minh cũng đi đổi máy rồi cũng bị , cân nhắc cho kỹ khi xuống tiền mua","['performance', 'features', 'general']","{'performance': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-58426633,0,"Lỗi wf, ko cài đặt dc máy, máy mới mà đã vậy","['features', 'others']","{'features': 'Negative', 'others': 'Negative'}"
r-58251892,0,Chơi vs tập đoàn này đi r biết. Máy lỗi fb video mang ra nó k chịu nhận đổi máy cho khách. Mà bắt đi theo lên tận hãng. Ai rảnh Giờ trả lại là mất 20%. 100 người mất 20% thì sao nhỉ Nhìn vào vụ giá bách hóa xanh r biết tập đoàn này uy tín cỡ nào r,"['general', 'price', 'ser&acc']","{'general': 'Negative', 'price': 'Negative', 'ser&acc': 'Negative'}"
r-58242059,0,"Chào ạ, hiện máy mình gặp phải lỗi phần mềm, theo mình khi phát hiện số lượng lớn lỗi được phát hiện có thể xem nghiêm trọng liên quan đến hệ thống gốc, thì khi đem đến TGDĐ Cái Tàu Hạ, họ đề xuất mình gửi tại đó hoặc có thể tự đến TTBH của Samsung thì bảo phải đặt lại dữ liệu máy vì do lỗi phần mềm hoặc đợi bản cập nhật sau khi về thì đã có bản cập nhật từ samsung nhưng vấn đề vẫn như vậy , mặc dù nhân viên mỹ thuật tại SS có tư vấn hiện vẫn đang trong tháng đổi trả miễn phí từ TGDĐ nhưng khi đổi máy mới cũng sẽ mất dữ liệu qua trọng từ SS Sa Đéc họ nói chỉ có thể sao lưu danh bạ, hình ảnh hiện mình không có bất cứ cách nào để sao lưu toàn bộ dữ liệu, nhưng nếu tiếp tục đợi đến hằng quý hoặc sau này thì có thể bảo hành của mình sẽ kết thúc và có thể vẫn không giải quyết được vấn đề. Biết rằng không liên quan đến hoàn toàn là do bên TGDD và phần lớn vấn đề từ nhà sản xuất Samsung nhưng mong sẽ có cách khắc phục trong thời gian sớm nhất từ cả 2 phía cho phân khúc máy A Series mới mà không ảnh hưởng đến dữ liệu người dùng. Cảm ơn nhân viên TGDĐ đã hướng dẫn tận tâm, cùng với chất lượng dịch vụ mình đánh giá cao nó nói chung và Samsung nói riêng.","['features', 'ser&acc', 'general']","{'features': 'Negative', 'ser&acc': 'Positive', 'general': 'Positive'}"
